Epoch,Train Loss,Train Accuracy,Val Accuracy
1,0.5217860027790732,0.8658630418055911,0.8655913978494624
2,0.4113601075803439,0.8658630418055911,0.8655913978494624
3,0.3965789996040548,0.8658630418055911,0.8655913978494624
4,0.3948091137983224,0.8658630418055911,0.8655913978494624
5,0.3950371657813104,0.8658630418055911,0.8655913978494624
